#chrom	txStart	txEnd	refseq	score	strand	symbol	rank
chr16	89490561	89490562	NM_013275	0.0	-	ANKRD11	43806
chr16	88638592	88638593	NM_013278	0.0	+	IL17C	43807
chr16	30374801	30374802	NM_013292	0.0	+	MYLPF	43808
chr16	4538815	4538816	NM_013399	0.0	-	CDIP1	43809
chr16	30761611	30761612	NM_014771	0.0	+	RNF40	43810
chr16	71724701	71724702	NM_015020	0.0	-	PHLPP2	43811
chr16	28711416	28711417	NM_001267574	0.0	+	EIF3C	43812
chr16	1493350	1493351	NM_016111	0.0	+	TELO2	43813
chr16	81238690	81238691	NM_017429	0.0	+	BCO1	43814
chr16	30407413	30407414	NM_016643	0.0	+	ZNF771	43815
chr16	31527881	31527882	NM_016633	0.0	+	AHSP	43816
chr16	14632810	14632811	NM_016561	0.0	+	BFAR	43817
chr16	800733	800734	NM_016541	0.0	-	GNG13	43818
chr16	2752328	2752329	NM_016333	0.0	+	SRRM2	43819
chr16	53632	53633	NM_016310	0.0	-	POLR3K	43820
chr16	85688982	85688983	NM_016095	0.0	-	GINS2	43821
chr16	19884911	19884912	NM_016235	0.0	-	GPRC5B	43822
chr16	33459647	33459648	NM_016212	0.0	+	TP53TG3	43823
chr16	33360876	33360877	NM_016212	0.0	+	TP53TG3	43824
chr16	33304341	33304342	NM_016212	0.0	+	TP53TG3	43825
chr16	33194261	33194262	NM_016212	0.0	+	TP53TG3	43826
chr16	32676129	32676130	NM_016212	0.0	-	TP53TG3	43827
chr16	29973866	29973867	NM_016151	0.0	+	TAOK2	43828
chr16	49822738	49822739	NM_015069	0.0	-	ZNF423	43829
chr16	87951431	87951432	NM_079837	0.0	+	BANP	43830
chr16	4624823	4624824	NM_015246	0.0	+	MGRN1	43831
chr16	50742049	50742050	NM_015247	0.0	+	CYLD	43832
chr16	53703934	53703935	NM_015272	0.0	-	RPGRIP1L	43833
chr16	18926404	18926405	NM_015092	0.0	-	SMG1	43834
chr16	1706219	1706220	NM_015133	0.0	+	MAPK8IP3	43835
chr16	18801678	18801679	NM_015161	0.0	-	ARL6IP1	43836
chr16	10944487	10944488	NM_015226	0.0	+	CLEC16A	43837
chr16	70523554	70523555	NM_015386	0.0	-	COG4	43838
chr16	57284672	57284673	NM_015993	0.0	-	PLLP	43839
chr16	25111725	25111726	NM_016309	0.0	+	LCMT1	43840
chr16	4351372	4351373	NM_016069	0.0	-	PAM16	43841
chr16	28863992	28863993	NM_015503	0.0	+	SH2B1	43842
chr16	30370201	30370202	NM_015527	0.0	-	TBC1D10B	43843
chr16	31473204	31473205	NM_015927	0.0	+	TGFB1I1	43844
chr16	2520361	2520362	NM_015944	0.0	+	AMDHD2	43845
chr16	29820393	29820394	NM_017458	0.0	+	MVP	43846
chr16	1782922	1782923	NM_012225	0.0	+	NUBP2	43847
chr16	83899124	83899125	NM_012213	0.0	+	MLYCD	43848
chr16	152854	152855	NM_005332	0.0	+	HBZ	43849
chr16	79600725	79600726	NM_005360	0.0	-	MAF	43850
chr16	75647687	75647688	NM_005548	0.0	-	KARS	43851
chr16	86567250	86567251	NM_005251	0.0	+	FOXC2	43852
chr16	1827194	1827195	NM_005326	0.0	-	HAGH	43853
chr16	69107539	69107540	NM_005329	0.0	+	HAS3	43854
chr16	180333	180334	NM_005331	0.0	+	HBQ1	43855
chr16	527855	527856	NM_005632	0.0	+	CAPN15	43856
chr16	86578508	86578509	NM_005250	0.0	+	FOXL1	43857
chr16	760764	760765	NM_005823	0.0	+	MSLN	43858
chr16	31428428	31428429	NM_005205	0.0	-	COX6A2	43859
chr16	69385988	69385989	NM_005652	0.0	-	TERF2	43860
chr16	84187070	84187071	NM_005679	0.0	-	TAF1C	43861
chr16	3283486	3283487	NM_005741	0.0	+	ZNF263	43862
chr16	78022545	78022546	NM_005752	0.0	+	CLEC3A	43863
chr16	1256271	1256272	NM_012217	0.0	+	TPSD1	43864
chr16	74607144	74607145	NM_012201	0.0	-	GLG1	43865
chr16	2777296	2777297	NM_007108	0.0	-	TCEB2	43866
chr16	89171754	89171755	NM_004933	0.0	+	CDH15	43867
chr16	31180109	31180110	NM_004960	0.0	+	FUS	43868
chr16	1793733	1793734	NM_004970	0.0	-	IGFALS	43869
chr16	30091884	30091885	NM_004608	0.0	-	TBX6	43870
chr16	30894302	30894303	NM_004765	0.0	-	BCL7C	43871
chr16	29973866	29973867	NM_004783	0.0	+	TAOK2	43872
chr16	89720986	89720987	NM_004913	0.0	-	VPS9D1	43873
chr16	15949576	15949577	NM_004996	0.0	+	ABCC1	43874
chr16	4425804	4425805	NM_005147	0.0	+	DNAJA3	43875
chr16	88977096	88977097	NM_005187	0.0	-	CBFA2T3	43876
chr16	66844378	66844379	NM_005182	0.0	+	CA7	43877
chr16	23596318	23596319	NM_005003	0.0	-	NDUFAB1	43878
chr16	397191	397192	NM_005009	0.0	+	NME4	43879
chr16	23678771	23678772	NM_005030	0.0	+	PLK1	43880
chr16	29820393	29820394	NM_005115	0.0	+	MVP	43881
chr16	82170224	82170225	NM_005792	0.0	-	MPHOSPH6	43882
chr16	84699948	84699949	NM_005153	0.0	+	USP10	43883
chr16	680110	680111	NM_005861	0.0	+	STUB1	43884
chr16	56651898	56651899	NM_005947	0.0	+	MT1B	43885
chr16	67226818	67226819	NM_012163	0.0	-	LRRC29	43886
chr16	57245125	57245126	NM_012106	0.0	+	ARL2BP	43887
chr16	75623323	75623324	NM_012091	0.0	-	ADAT1	43888
chr16	29790712	29790713	NM_007317	0.0	+	KIF22	43889
chr16	75566350	75566351	NM_007285	0.0	+	GABARAPL2	43890
chr16	28823047	28823048	NM_007245	0.0	+	ATXN2L	43891
chr16	70299158	70299159	NM_007242	0.0	+	DDX19B	43892
chr16	31108293	31108294	NM_005881	0.0	+	BCKDK	43893
chr16	71358712	71358713	NM_007088	0.0	+	CALB2	43894
chr16	56451349	56451350	NM_007006	0.0	-	NUDT21	43895
chr16	70439088	70439089	NM_006927	0.0	-	ST3GAL2	43896
chr16	24539586	24539587	NM_006910	0.0	+	RBBP6	43897
chr16	283117	283118	NM_006849	0.0	+	PDIA2	43898
chr16	2817162	2817163	NM_006799	0.0	+	PRSS21	43899
chr16	2267886	2267887	NM_006711	0.0	-	RNPS1	43900
chr16	30699140	30699141	NM_006662	0.0	+	SRCAP	43901
chr16	56668065	56668066	NM_005950	0.0	-	MT1G	43902
chr16	56669813	56669814	NM_005951	0.0	+	MT1H	43903
chr16	56608565	56608566	NM_005953	0.0	+	MT2A	43904
chr16	56589354	56589355	NM_005954	0.0	+	MT3	43905
chr16	85799542	85799543	NM_006067	0.0	-	EMC8	43906
chr16	89923278	89923279	NM_006086	0.0	+	TUBB3	43907
chr16	56638665	56638666	NM_005946	0.0	+	MT1A	43908
chr16	30355361	30355362	NM_006110	0.0	-	CD2BP2	43909
chr16	2471498	2471499	NM_006181	0.0	+	NTN3	43910
chr16	29863288	29863289	NM_006319	0.0	-	CDIPT	43911
chr16	75433489	75433490	NM_006324	0.0	-	CFDP1	43912
chr16	370569	370570	NM_006428	0.0	-	MRPL28	43913
chr16	24255552	24255553	NM_006539	0.0	+	CACNG3	43914
chr16	67562406	67562407	NM_006565	0.0	+	CTCF	43915
chr16	66751622	66751623	NM_006141	0.0	-	DYNC1LI2	43916
chr16	56657942	56657943	NM_005949	0.0	+	MT1F	43917
chr16	28823047	28823048	NM_017492	0.0	+	ATXN2L	43918
chr16	1153240	1153241	NM_021098	0.0	+	CACNA1H	43919
chr16	84145195	84145196	NM_031463	0.0	-	HSDL1	43920
chr16	2537963	2537964	NM_031268	0.0	+	PDPK1	43921
chr16	67110011	67110012	NM_025187	0.0	+	C16orf70	43922
chr16	30985197	30985198	NM_025193	0.0	+	HSD3B7	43923
chr16	69424594	69424595	NM_030579	0.0	+	CYB5B	43924
chr16	74985119	74985120	NM_030581	0.0	-	WDR59	43925
chr16	81495348	81495349	NM_030629	0.0	+	CMIP	43926
chr16	28974774	28974775	NM_032038	0.0	+	SPNS1	43927
chr16	74999016	74999017	NM_032268	0.0	+	ZNRF1	43928
chr16	2460113	2460114	NM_025108	0.0	+	C16orf59	43929
chr16	84819980	84819981	NM_031476	0.0	+	CRISPLD2	43930
chr16	30096200	30096201	NM_031477	0.0	-	YPEL3	43931
chr16	30030865	30030866	NM_031478	0.0	-	FAM57B	43932
chr16	56520096	56520097	NM_031885	0.0	-	BBS2	43933
chr16	2720551	2720552	NM_031948	0.0	-	PRSS27	43934
chr16	1827223	1827224	NM_031208	0.0	+	FAHD1	43935
chr16	53055032	53055033	NM_025134	0.0	+	CHD9	43936
chr16	21159441	21159442	NM_017539	0.0	-	DNAH3	43937
chr16	84648510	84648511	NM_024731	0.0	+	KLHL36	43938
chr16	67199124	67199125	NM_024712	0.0	+	ELMO3	43939
chr16	4416961	4416962	NM_024535	0.0	-	CORO7	43940
chr16	53828	53829	NM_024571	0.0	+	SNRNP25	43941
chr16	1533656	1533657	NM_024600	0.0	+	TMEM204	43942
chr16	30526589	30526590	NM_024671	0.0	-	ZNF768	43943
chr16	23641357	23641358	NM_024675	0.0	-	PALB2	43944
chr16	10386054	10386055	NM_024997	0.0	+	ATF7IP2	43945
chr16	29816206	29816207	NM_024516	0.0	+	PAGR1	43946
chr16	57186064	57186065	NM_024946	0.0	-	FAM192A	43947
chr16	31458995	31458996	NM_024742	0.0	+	ARMC5	43948
chr16	46621399	46621400	NM_024745	0.0	-	SHCBP1	43949
chr16	27203485	27203486	NM_024773	0.0	+	KDM8	43950
chr16	28925211	28925212	NM_024816	0.0	-	RABEP2	43951
chr16	58515478	58515479	NM_024860	0.0	+	SETD6	43952
chr16	66961228	66961229	NM_024922	0.0	+	CES3	43953
chr16	234545	234546	NM_032039	0.0	+	FAM234A	43954
chr16	11976733	11976734	NM_032167	0.0	+	SNX29	43955
chr16	31010638	31010639	NM_052874	0.0	-	STX1B	43956
chr16	631011	631012	NM_053284	0.0	+	WFIKKN1	43957
chr16	89686667	89686668	NM_052988	0.0	+	CDK10	43958
chr16	89686667	89686668	NM_052987	0.0	+	CDK10	43959
chr16	24846230	24846231	NM_052944	0.0	+	SLC5A11	43960
chr16	81220370	81220371	NM_052892	0.0	-	PKD1L2	43961
chr16	690424	690425	NM_032259	0.0	-	WDR24	43962
chr16	30558321	30558322	NM_033410	0.0	-	ZNF764	43963
chr16	1351898	1351899	NM_032520	0.0	+	GNPTG	43964
chr16	67150999	67151000	NM_033309	0.0	-	B3GNT9	43965
chr16	23713500	23713501	NM_033266	0.0	-	ERN2	43966
chr16	89560710	89560711	NM_033251	0.0	+	RPL13	43967
chr16	3305439	3305440	NM_033208	0.0	-	TIGD7	43968
chr16	15434467	15434468	NM_033201	0.0	+	C16orf45	43969
chr16	30382850	30382851	NM_052838	0.0	-	SEPT1	43970
chr16	788383	788384	NM_058192	0.0	-	RPUSD1	43971
chr16	50548329	50548330	NM_033119	0.0	+	NKD1	43972
chr16	57462638	57462639	NM_032940	0.0	+	POLR2C	43973
chr16	2155797	2155798	NM_032271	0.0	+	TRAF7	43974
chr16	727245	727246	NM_032304	0.0	+	HAGHL	43975
chr16	55566671	55566672	NM_032330	0.0	+	CAPNS2	43976
chr16	4693692	4693693	NM_032349	0.0	+	NUDT16L1	43977
chr16	636366	636367	NM_032366	0.0	-	C16orf13	43978
chr16	89828498	89828499	NM_032451	0.0	+	SPIRE2	43979
chr16	31117663	31117664	NM_032188	0.0	+	KAT8	43980
chr16	23641365	23641366	NM_032486	0.0	+	DCTN5	43981
chr16	4332223	4332224	NM_032575	0.0	+	GLIS2	43982
chr16	24539586	24539587	NM_032626	0.0	+	RBBP6	43983
chr16	3099317	3099318	NM_032805	0.0	-	ZSCAN10	43984
chr16	28950996	28950997	NM_032815	0.0	+	NFATC2IP	43985
chr16	69132595	69132596	NM_032830	0.0	+	UTP4	43986
chr16	56565048	56565049	NM_032935	0.0	+	MT4	43987
chr16	31074320	31074321	NM_024706	0.0	-	ZNF668	43988
chr16	75535170	75535171	NM_024533	0.0	-	CHST5	43989
chr16	229450	229451	NM_018032	0.0	-	LUC7L	43990
chr16	21158376	21158377	NM_020422	0.0	+	TMEM159	43991
chr16	57447528	57447529	NM_020313	0.0	-	CIAPIN1	43992
chr16	6019130	6019131	NM_018723	0.0	+	RBFOX1	43993
chr16	75647736	75647737	NM_018975	0.0	+	TERF2IP	43994
chr16	2682493	2682494	NM_018992	0.0	+	KCTD5	43995
chr16	83968631	83968632	NM_019065	0.0	+	NECAB2	43996
chr16	23557540	23557541	NM_019116	0.0	+	UBFD1	43997
chr16	2196464	2196465	NM_020764	0.0	-	CASKIN1	43998
chr16	55324558	55324559	NM_024335	0.0	+	IRX6	43999
chr16	28494648	28494649	NM_018690	0.0	+	APOBR	44000
chr16	58463644	58463645	NM_020465	0.0	+	NDRG4	44001
chr16	87602886	87602887	NM_020655	0.0	+	JPH3	44002
chr16	401857	401858	NM_020664	0.0	+	DECR2	44003
chr16	4474895	4474896	NM_020677	0.0	-	NMRAL1	44004
chr16	2475145	2475146	NM_020705	0.0	+	TBC1D24	44005
chr16	57447424	57447425	NM_020312	0.0	+	COQ9	44006
chr16	24539586	24539587	NM_018703	0.0	+	RBBP6	44007
chr16	71230722	71230723	NM_017558	0.0	-	HYDIN	44008
chr16	47144025	47144026	NM_018092	0.0	-	NETO2	44009
chr16	70801158	70801159	NM_018052	0.0	-	VAC14	44010
chr16	87765992	87765993	NM_017566	0.0	-	KLHDC4	44011
chr16	89948730	89948731	NM_017702	0.0	+	DEF8	44012
chr16	85011535	85011536	NM_017740	0.0	-	ZDHHC7	44013
chr16	55509000	55509001	NM_017839	0.0	+	LPCAT2	44014
chr16	87951431	87951432	NM_017869	0.0	+	BANP	44015
chr16	67159987	67159988	NM_018378	0.0	+	FBXL8	44016
chr16	30113557	30113558	NM_024307	0.0	-	GDPD3	44017
chr16	71289606	71289607	NM_018348	0.0	-	CMTR2	44018
chr16	57486473	57486474	NM_018110	0.0	-	DOK4	44019
chr16	74666881	74666882	NM_018124	0.0	-	RFWD3	44020
chr16	46689232	46689233	NM_018206	0.0	-	VPS35	44021
chr16	56451511	56451512	NM_018233	0.0	+	OGFOD1	44022
chr16	70346920	70346921	NM_018332	0.0	+	DDX19A	44023
chr16	12803887	12803888	NM_018340	0.0	-	CPPED1	44024
chr16	66880479	66880480	NM_020786	0.0	+	PDP2	44025
chr16	1614639	1614640	NM_020825	0.0	+	CRAMP1	44026
chr16	31094999	31095000	NM_024006	0.0	-	VKORC1	44027
chr16	1230184	1230185	NM_024164	0.0	-	TPSB2	44028
chr16	30430052	30430053	NM_024096	0.0	-	DCTPP1	44029
chr16	90010121	90010122	NM_024043	0.0	-	DBNDD1	44030
chr16	715172	715173	NM_024042	0.0	+	METRN	44031
chr16	30650919	30650920	NM_024031	0.0	+	PRR14	44032
chr16	56191338	56191339	NM_020988	0.0	+	GNAO1	44033
chr16	721141	721142	NM_023933	0.0	+	FAM173A	44034
chr16	23754626	23754627	NM_022097	0.0	+	CHP2	44035
chr16	30534970	30534971	NM_023931	0.0	-	ZNF747	44036
chr16	58464821	58464822	NM_022910	0.0	+	NDRG4	44037
chr16	67029146	67029147	NM_022845	0.0	+	CBFB	44038
chr16	15857030	15857031	NM_022844	0.0	-	MYH11	44039
chr16	58392393	58392394	NM_022770	0.0	+	GINS3	44040
chr16	1773139	1773140	NM_023936	0.0	-	MRPS34	44041
chr16	74774831	74774832	NM_024306	0.0	-	FA2H	44042
chr16	86555235	86555236	NM_022764	0.0	-	MTHFSD	44043
chr16	31508419	31508420	NM_022744	0.0	-	C16orf58	44044
chr16	590172	590173	NM_021168	0.0	+	RAB40C	44045
chr16	84294705	84294706	NM_021197	0.0	+	WFDC1	44046
chr16	381950	381951	NM_021259	0.0	-	TMEM8A	44047
chr16	75495028	75495029	NM_021615	0.0	-	CHST6	44048
chr16	27427257	27427258	NM_021798	0.0	+	IL21R	44049
chr16	81314965	81314966	NM_022041	0.0	+	GAN	44050
chr16	77788563	77788564	NM_020927	0.0	+	VAT1L	44051
chr16	788621	788622	NM_022092	0.0	+	CHTF18	44052
chr16	2858170	2858171	NM_022119	0.0	-	PRSS22	44053
chr16	50697138	50697139	NM_022162	0.0	+	NOD2	44054
chr16	17470881	17470882	NM_022166	0.0	-	XYLT1	44055
chr16	2205176	2205177	NM_022372	0.0	+	MLST8	44056
chr16	72631	72632	NM_022450	0.0	-	RHBDF1	44057
chr16	741038	741039	NM_022493	0.0	-	NARFL	44058
chr16	31033490	31033491	NM_004604	0.0	+	STX4	44059
chr16	55479168	55479169	NM_004530	0.0	+	MMP2	44060
chr16	81096375	81096376	NM_004483	0.0	-	GCSH	44061
chr16	2267337	2267338	NM_001286625	0.0	-	RNPS1	44062
chr16	2268412	2268413	NM_001286626	0.0	-	RNPS1	44063
chr16	2268412	2268413	NM_001286627	0.0	-	RNPS1	44064
chr16	85027750	85027751	NM_001286566	0.0	+	KIAA0513	44065
chr16	30762288	30762289	NM_001286572	0.0	+	RNF40	44066
chr16	29863288	29863289	NM_001286585	0.0	-	CDIPT	44067
chr16	29863288	29863289	NM_001286586	0.0	-	CDIPT	44068
chr16	1475084	1475085	NM_001287	0.0	-	CLCN7	44069
chr16	85063211	85063212	NM_001286565	0.0	+	KIAA0513	44070
chr16	31458272	31458273	NM_001288767	0.0	+	ARMC5	44071
chr16	84368522	84368523	NM_001286527	0.0	+	ATP2C2	44072
chr16	28752434	28752435	NM_001287250	0.0	+	NPIPB9	44073
chr16	28752434	28752435	NM_001287251	0.0	+	NPIPB9	44074
chr16	90020131	90020132	NM_001288708	0.0	-	DBNDD1	44075
chr16	90020131	90020132	NM_001288709	0.0	-	DBNDD1	44076
chr16	726935	726936	NM_001290139	0.0	+	HAGHL	44077
chr16	10877197	10877198	NM_001286402	0.0	+	CIITA	44078
chr16	4476339	4476340	NM_001286271	0.0	+	HMOX2	44079
chr16	397191	397192	NM_001286439	0.0	+	NME4	44080
chr16	397741	397742	NM_001286440	0.0	+	NME4	44081
chr16	8936729	8936730	NM_001286457	0.0	-	USP7	44082
chr16	397191	397192	NM_001286433	0.0	+	NME4	44083
chr16	397191	397192	NM_001286435	0.0	+	NME4	44084
chr16	396754	396755	NM_001286436	0.0	+	NME4	44085
chr16	397191	397192	NM_001286438	0.0	+	NME4	44086
chr16	8936729	8936730	NM_001286458	0.0	-	USP7	44087
chr16	275943	275944	NM_001286486	0.0	-	RGS11	44088
chr16	30894302	30894303	NM_001286526	0.0	-	BCL7C	44089
chr16	4425804	4425805	NM_001286516	0.0	+	DNAJA3	44090
chr16	1333604	1333605	NM_001286464	0.0	+	BAIAP3	44091
chr16	28403888	28403889	NM_001286478	0.0	-	EIF3C	44092
chr16	28711416	28711417	NM_001286478	0.0	+	EIF3C	44093
chr16	275943	275944	NM_001286485	0.0	-	RGS11	44094
chr16	636366	636367	NM_001288710	0.0	-	C16orf13	44095
chr16	66830976	66830977	NM_001286500	0.0	-	NAE1	44096
chr16	2223487	2223488	NM_001288776	0.0	+	E4F1	44097
chr16	726935	726936	NM_001290137	0.0	+	HAGHL	44098
chr16	57372460	57372461	NM_001304392	0.0	+	CX3CL1	44099
chr16	30075975	30075976	NM_001303507	0.0	+	PPP4C	44100
chr16	30075975	30075976	NM_001303506	0.0	+	PPP4C	44101
chr16	30075975	30075976	NM_001303504	0.0	+	PPP4C	44102
chr16	30075975	30075976	NM_001303503	0.0	+	PPP4C	44103
chr16	84648510	84648511	NM_001303451	0.0	+	KLHL36	44104
chr16	55479997	55479998	NM_001302510	0.0	+	MMP2	44105
chr16	2223487	2223488	NM_001288778	0.0	+	E4F1	44106
chr16	55478829	55478830	NM_001302508	0.0	+	MMP2	44107
chr16	3305405	3305406	NM_001302109	0.0	+	ZNF75A	44108
chr16	31458853	31458854	NM_001301820	0.0	+	ARMC5	44109
chr16	21158376	21158377	NM_001301775	0.0	+	TMEM159	44110
chr16	21158376	21158377	NM_001301774	0.0	+	TMEM159	44111
chr16	21158376	21158377	NM_001301773	0.0	+	TMEM159	44112
chr16	21158376	21158377	NM_001301771	0.0	+	TMEM159	44113
chr16	21158376	21158377	NM_001301769	0.0	+	TMEM159	44114
chr16	88940038	88940039	NM_001290330	0.0	+	LOC100129697	44115
chr16	84406587	84406588	NM_001291454	0.0	+	ATP2C2	44116
chr16	680110	680111	NM_001293197	0.0	+	STUB1	44117
chr16	29830514	29830515	NM_001293204	0.0	+	MVP	44118
chr16	29830514	29830515	NM_001293205	0.0	+	MVP	44119
chr16	50699349	50699350	NM_001293557	0.0	+	NOD2	44120
chr16	71715840	71715841	NM_001289003	0.0	-	PHLPP2	44121
chr16	88866660	88866661	NM_001294328	0.0	-	PABPN1L	44122
chr16	85027750	85027751	NM_001297766	0.0	+	KIAA0513	44123
chr16	1773139	1773140	NM_001300900	0.0	-	MRPS34	44124
chr16	566994	566995	NM_001301159	0.0	+	NHLRC4	44125
chr16	56668065	56668066	NM_001301267	0.0	-	MT1G	44126
chr16	56657942	56657943	NM_001301272	0.0	+	MT1F	44127
chr16	2236466	2236467	NM_001301680	0.0	+	DNASE1L2	44128
chr16	88570380	88570381	NM_001294340	0.0	+	ZC3H18	44129
chr16	10877197	10877198	NM_001286403	0.0	+	CIITA	44130
chr16	71462252	71462253	NM_001304493	0.0	-	ZNF23	44131
chr16	71462252	71462253	NM_001304492	0.0	-	ZNF23	44132
chr16	14750812	14750813	NM_001277324	0.0	+	NPIPA2	44133
chr16	14711688	14711689	NM_001277324	0.0	+	NPIPA2	44134
chr16	67173852	67173853	NM_001276311	0.0	+	NOL3	44135
chr16	67170496	67170497	NM_001276312	0.0	+	NOL3	44136
chr16	67170496	67170497	NM_001276319	0.0	+	NOL3	44137
chr16	1379683	1379684	NM_001276414	0.0	-	UNKL	44138
chr16	14711688	14711689	NM_001277323	0.0	+	NPIPA3	44139
chr16	10743785	10743786	NM_001278506	0.0	+	NUBP1	44140
chr16	675665	675666	NM_001278720	0.0	+	RHBDL1	44141
chr16	67170496	67170497	NM_001276307	0.0	+	NOL3	44142
chr16	15378294	15378295	NM_001277325	0.0	-	NPIPA5	44143
chr16	3112578	3112579	NM_001278158	0.0	+	ZNF205	44144
chr16	85613235	85613236	NM_001278184	0.0	+	GSE1	44145
chr16	81181362	81181363	NM_001278423	0.0	-	PKD1L2	44146
chr16	81181362	81181363	NM_001278425	0.0	-	PKD1L2	44147
chr16	14750812	14750813	NM_001277323	0.0	+	NPIPA3	44148
chr16	67170496	67170497	NM_001276309	0.0	+	NOL3	44149
chr16	4476339	4476340	NM_001286268	0.0	+	HMOX2	44150
chr16	89658046	89658047	NM_001271909	0.0	+	SPATA33	44151
chr16	89657803	89657804	NM_001271908	0.0	+	SPATA33	44152
chr16	71230722	71230723	NM_001270974	0.0	-	HYDIN	44153
chr16	721141	721142	NM_001271285	0.0	+	FAM173A	44154
chr16	87602886	87602887	NM_001271604	0.0	+	JPH3	44155
chr16	87602886	87602887	NM_001271605	0.0	+	JPH3	44156
chr16	49857919	49857920	NM_001271620	0.0	-	ZNF423	44157
chr16	29806536	29806537	NM_001276276	0.0	+	MAZ	44158
chr16	4495818	4495819	NM_001286270	0.0	+	HMOX2	44159
chr16	29806095	29806096	NM_001276275	0.0	+	MAZ	44160
chr16	89657803	89657804	NM_001271910	0.0	+	SPATA33	44161
chr16	31108293	31108294	NM_001271926	0.0	+	BCKDK	44162
chr16	1420800	1420801	NM_001272051	0.0	-	C16orf91	44163
chr16	84699948	84699949	NM_001272075	0.0	+	USP10	44164
chr16	31033490	31033491	NM_001272095	0.0	+	STX4	44165
chr16	31033094	31033095	NM_001272096	0.0	+	STX4	44166
chr16	675665	675666	NM_001278721	0.0	+	RHBDL1	44167
chr16	2268412	2268413	NM_080594	0.0	-	RNPS1	44168
chr16	28492082	28492083	NM_001286110	0.0	-	CLN3	44169
chr16	66751622	66751623	NM_001286157	0.0	-	DYNC1LI2	44170
chr16	89816657	89816658	NM_001286167	0.0	-	FANCA	44171
chr16	28880042	28880043	NM_001286075	0.0	+	ATP2A1	44172
chr16	28492302	28492303	NM_001286104	0.0	-	CLN3	44173
chr16	28492082	28492083	NM_001286105	0.0	-	CLN3	44174
chr16	28492082	28492083	NM_001286109	0.0	-	CLN3	44175
chr16	90022599	90022600	NM_001286205	0.0	+	GAS8	44176
chr16	84294705	84294706	NM_001282467	0.0	+	WFDC1	44177
chr16	4476339	4476340	NM_001286269	0.0	+	HMOX2	44178
chr16	30013596	30013597	NM_001282062	0.0	-	DOC2A	44179
chr16	90022599	90022600	NM_001286208	0.0	+	GAS8	44180
chr16	90019628	90019629	NM_001286209	0.0	+	GAS8	44181
chr16	1827194	1827195	NM_001286249	0.0	-	HAGH	44182
chr16	4476339	4476340	NM_001286267	0.0	+	HMOX2	44183
chr16	50025205	50025206	NM_001281789	0.0	+	CNEP1R1	44184
chr16	1782922	1782923	NM_001284502	0.0	+	NUBP2	44185
chr16	234545	234546	NM_001284497	0.0	+	FAM234A	44186
chr16	30011421	30011422	NM_001282063	0.0	-	DOC2A	44187
chr16	30012348	30012349	NM_001282068	0.0	-	DOC2A	44188
chr16	60359763	60359764	NM_001282301	0.0	-	LOC729159	44189
chr16	30923054	30923055	NM_001282351	0.0	+	FBXL19	44190
chr16	3099317	3099318	NM_001282415	0.0	-	ZSCAN10	44191
chr16	3099317	3099318	NM_001282416	0.0	-	ZSCAN10	44192
chr16	1782922	1782923	NM_001284501	0.0	+	NUBP2	44193
chr16	84294705	84294706	NM_001282466	0.0	+	WFDC1	44194
chr16	16379244	16379245	NM_001282507	0.0	+	NPIPA7	44195
chr16	18332662	18332663	NM_001282507	0.0	-	NPIPA7	44196
chr16	16379244	16379245	NM_001282511	0.0	+	NPIPA8	44197
chr16	18332662	18332663	NM_001282511	0.0	-	NPIPA8	44198
chr16	28362860	28362861	NM_001282524	0.0	-	NPIPB6	44199
chr16	89093808	89093809	NM_001284316	0.0	+	ACSF3	44200
chr16	55480532	55480533	NM_001302509	0.0	+	MMP2	44201
chr16	71462252	71462253	NM_001304494	0.0	-	ZNF23	44202
chr16	275943	275944	NM_003834	0.0	-	RGS11	44203
chr16	4937135	4937136	NM_002705	0.0	-	PPL	44204
chr16	23835978	23835979	NM_002738	0.0	+	PRKCB	44205
chr16	10743785	10743786	NM_002484	0.0	+	NUBP1	44206
chr16	1771709	1771710	NM_002513	0.0	-	NME3	44207
chr16	14630271	14630272	NM_002582	0.0	-	PARN	44208
chr16	2537963	2537964	NM_002613	0.0	+	PDPK1	44209
chr16	81779257	81779258	NM_002661	0.0	+	PLCG2	44210
chr16	78169	78170	NM_002434	0.0	+	MPG	44211
chr16	89917878	89917879	NM_002386	0.0	+	MC1R	44212
chr16	15857030	15857031	NM_002474	0.0	-	MYH11	44213
chr16	30123309	30123310	NM_002746	0.0	-	MAPK3	44214
chr16	89657785	89657786	NM_002768	0.0	-	CHMP1A	44215
chr16	31135830	31135831	NM_002773	0.0	-	PRSS8	44216
chr16	51151272	51151273	NM_002968	0.0	-	SALL1	44217
chr16	57404766	57404767	NM_002987	0.0	+	CCL17	44218
chr16	2429393	2429394	NM_001761	0.0	+	CCNF	44219
chr16	58197878	58197879	NM_001896	0.0	-	CSNK2A2	44220
chr16	71358712	71358713	NM_001740	0.0	+	CALB2	44221
chr16	85799566	85799567	NM_001861	0.0	+	COX4I1	44222
chr16	2251601	2251602	NM_001919	0.0	-	ECI1	44223
chr16	28931938	28931939	NM_001770	0.0	+	CD19	44224
chr16	68644835	68644836	NM_001793	0.0	+	CDH3	44225
chr16	66366606	66366607	NM_001795	0.0	+	CDH5	44226
chr16	62036835	62036836	NM_001796	0.0	-	CDH8	44227
chr16	22374617	22374618	NM_001802	0.0	-	CDR2	44228
